Timestamp,Record Type,Instrument,Ob Position,Quantity Diff,Ob Command,Change Reason,Order Number,Premium (256ths),Quantity,Bid/Ask,Total Volume,Display Quantity,Sequence,Source,Instrument Name,Deal Source,Aggressive,Workup State,Workup Reason,Aggressive Order Number,Aggressive Bid/Ask,Passive Order Number,Passive Bid/Ask
10:20:08:954190 20180108,OB_CHANGE,2_YEAR,176.0,1.0,ADD,6.0,60579400000E63D7,25562,1.0,A,0.0,,42548,OC,,,,,,,,,
10:20:08:954238 20180108,OB_CHANGE,2_YEAR,255.0,-1.0,DELETE,1.0,60579400000E6383,25564,0.0,A,0.0,,42549,OC,,,,,,,,,
10:20:08:959546 20180108,OB_CHANGE,2_YEAR,174.0,-7.0,DELETE,10.0,60579400000E6389,25562,0.0,A,0.0,,42550,OC,,,,,,,,,
10:20:08:961920 20180108,OB_CHANGE,2_YEAR,174.0,-1.0,DELETE,10.0,60579400000E638A,25562,0.0,A,0.0,,42551,OC,,,,,,,,,
10:20:08:961996 20180108,OB_CHANGE,2_YEAR,93.0,42.0,ADD,6.0,60579400000E63F2,25560,42.0,A,0.0,,42552,OC,,,,,,,,,
10:20:08:962211 20180108,OB_CHANGE,2_YEAR,90.0,-5.0,DELETE,10.0,60579400000E638B,25560,0.0,A,0.0,,42553,OC,,,,,,,,,
10:20:08:966570 20180108,OB_CHANGE,2_YEAR,75.0,-2.0,DELETE,1.0,60579400000E5769,25556,0.0,B,0.0,,42554,OC,,,,,,,,,
10:20:08:966621 20180108,OB_CHANGE,2_YEAR,3.0,10.0,ADD,6.0,60579400000E644C,25558,10.0,A,0.0,,42555,OC,,,,,,,,,
10:20:08:966672 20180108,OB_CHANGE,2_YEAR,4.0,1.0,ADD,6.0,60579400000E644E,25558,1.0,A,0.0,,42556,OC,,,,,,,,,
10:20:08:966699 20180108,OB_CHANGE,2_YEAR,5.0,2.0,ADD,6.0,60579400000E644F,25558,2.0,A,0.0,,42557,OC,,,,,,,,,
10:20:08:966719 20180108,OB_CHANGE,2_YEAR,6.0,1.0,ADD,6.0,60579400000E6450,25558,1.0,A,0.0,,42558,OC,,,,,,,,,
10:20:08:967713 20180108,OB_CHANGE,2_YEAR,202.0,0.0,ALTER,5.0,60579400000E57E1,25552,4.0,B,4.0,,42559,OC,,,,,,,,,
10:20:08:967956 20180108,OB_CHANGE,2_YEAR,77.0,-2.0,DELETE,10.0,60579400000E62DB,25556,0.0,B,0.0,,42560,OC,,,,,,,,,
10:20:08:969310 20180108,OB_CHANGE,2_YEAR,492.0,-14.0,DELETE,1.0,60579400000E62F0,25576,0.0,A,0.0,,42561,OC,,,,,,,,,
10:20:08:971822 20180108,OB_CHANGE,2_YEAR,143.0,2.0,ADD,6.0,60579400000E6467,25554,2.0,B,0.0,,42562,OC,,,,,,,,,
10:20:08:980633 20180108,OB_CHANGE,2_YEAR,93.0,-3.0,DELETE,10.0,60579400000E6302,25560,0.0,A,0.0,,42563,OC,,,,,,,,,
10:20:08:989869 20180108,OB_CHANGE,2_YEAR,96.0,14.0,ADD,6.0,60579400000E6492,25560,14.0,A,0.0,,42564,OC,,,,,,,,,
10:20:08:995190 20180108,OB_CHANGE,2_YEAR,203.0,-2.0,ALTER,5.0,60579400000E57F1,25552,13.0,B,0.0,,42565,OC,,,,,,,,,
10:20:09:017152 20180108,OB_CHANGE,2_YEAR,353.0,-10.0,DELETE,1.0,60579400000E5968,25568,0.0,A,0.0,,42566,OC,,,,,,,,,
10:20:09:051174 20180108,OB_CHANGE,2_YEAR,202.0,-4.0,DELETE,10.0,60579400000E57E1,25552,0.0,B,0.0,,42567,OC,,,,,,,,,
10:20:09:054637 20180108,OB_CHANGE,2_YEAR,250.0,-3.0,DELETE,10.0,60579400000E57EB,25550,0.0,B,0.0,,42568,OC,,,,,,,,,
10:20:09:059681 20180108,OB_CHANGE,2_YEAR,202.0,-13.0,DELETE,10.0,60579400000E57F1,25552,0.0,B,0.0,,42569,OC,,,,,,,,,
10:20:09:258892 20180108,OB_CHANGE,2_YEAR,249.0,15.0,ADD,6.0,60579400000E64FA,25550,15.0,B,0.0,,42570,OC,,,,,,,,,
10:20:09:266800 20180108,OB_CHANGE,2_YEAR,295.0,15.0,ADD,6.0,60579400000E6500,25548,15.0,B,0.0,,42571,OC,,,,,,,,,
10:20:09:272977 20180108,OB_CHANGE,2_YEAR,250.0,15.0,ADD,6.0,60579400000E6506,25550,15.0,B,0.0,,42572,OC,,,,,,,,,
10:20:09:800213 20180108,OB_CHANGE,2_YEAR,97.0,2.0,ADD,6.0,60579400000E6518,25560,2.0,A,0.0,,42573,OC,,,,,,,,,
10:20:09:800265 20180108,OB_CHANGE,2_YEAR,98.0,2.0,ADD,6.0,60579400000E6519,25560,2.0,A,0.0,,42574,OC,,,,,,,,,
10:20:09:800386 20180108,OB_CHANGE,2_YEAR,295.0,-1.0,DELETE,1.0,60579400000E634A,25548,0.0,B,0.0,,42575,OC,,,,,,,,,
10:20:09:922919 20180108,OB_CHANGE,2_YEAR,6.0,-1.0,DELETE,1.0,60579400000E6450,25558,0.0,A,0.0,,42576,OC,,,,,,,,,
10:20:09:922967 20180108,OB_CHANGE,2_YEAR,4.0,-1.0,DELETE,1.0,60579400000E644E,25558,0.0,A,0.0,,42577,OC,,,,,,,,,
10:20:09:922985 20180108,OB_CHANGE,2_YEAR,3.0,-10.0,DELETE,1.0,60579400000E644C,25558,0.0,A,0.0,,42578,OC,,,,,,,,,
10:20:09:923059 20180108,OB_CHANGE,2_YEAR,2.0,-3.0,DELETE,1.0,60579400000E63D5,25558,0.0,A,0.0,,42579,OC,,,,,,,,,
10:20:09:923062 20180108,OB_CHANGE,2_YEAR,2.0,-2.0,DELETE,1.0,60579400000E644F,25558,0.0,A,0.0,,42580,OC,,,,,,,,,
10:20:09:923247 20180108,OB_CHANGE,2_YEAR,77.0,2.0,ADD,6.0,60579400000E6532,25556,2.0,B,0.0,,42581,OC,,,,,,,,,
10:20:09:923612 20180108,OB_CHANGE,2_YEAR,2.0,3.0,ADD,6.0,60579400000E6537,25558,3.0,A,0.0,,42582,OC,,,,,,,,,
10:20:09:923671 20180108,OB_CHANGE,2_YEAR,2.0,-3.0,DELETE,1.0,60579400000E6537,25558,0.0,A,0.0,,42583,OC,,,,,,,,,
10:20:09:925636 20180108,OB_CHANGE,2_YEAR,144.0,-2.0,DELETE,10.0,60579400000E6467,25554,0.0,B,0.0,,42584,OC,,,,,,,,,
10:20:09:931910 20180108,OB_CHANGE,2_YEAR,78.0,2.0,ADD,6.0,60579400000E6582,25556,2.0,B,0.0,,42585,OC,,,,,,,,,
10:20:09:934435 20180108,OB_CHANGE,2_YEAR,250.0,-15.0,DELETE,10.0,60579400000E64FA,25550,0.0,B,0.0,,42586,OC,,,,,,,,,
10:20:09:945755 20180108,OB_CHANGE,2_YEAR,295.0,-15.0,DELETE,10.0,60579400000E6500,25548,0.0,B,0.0,,42587,OC,,,,,,,,,
10:20:09:949956 20180108,OB_CHANGE,2_YEAR,79.0,5.0,ADD,6.0,60579400000E65E6,25556,5.0,B,0.0,,42588,OC,,,,,,,,,
10:20:09:950017 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E63CA,25558,0.0,A,0.0,,42589,OC,,,,,,,,,
10:20:09:950072 20180108,OB_CHANGE,2_YEAR,89.0,-42.0,DELETE,1.0,60579400000E63F2,25560,0.0,A,0.0,,42590,OC,,,,,,,,,
10:20:09:950102 20180108,OB_CHANGE,2_YEAR,87.0,-2.0,DELETE,1.0,60579400000E63D2,25560,0.0,A,0.0,,42591,OC,,,,,,,,,
10:20:09:950116 20180108,OB_CHANGE,2_YEAR,90.0,-2.0,DELETE,1.0,60579400000E6519,25560,0.0,A,0.0,,42592,OC,,,,,,,,,
10:20:09:950120 20180108,OB_CHANGE,2_YEAR,89.0,-2.0,DELETE,1.0,60579400000E6518,25560,0.0,A,0.0,,42593,OC,,,,,,,,,
10:20:09:950151 20180108,OB_CHANGE,2_YEAR,170.0,-1.0,DELETE,1.0,60579400000E63D7,25562,0.0,A,0.0,,42594,OC,,,,,,,,,
10:20:09:950181 20180108,OB_CHANGE,2_YEAR,87.0,-27.0,DELETE,1.0,60579400000E63D6,25560,0.0,A,0.0,,42595,OC,,,,,,,,,
10:20:09:950364 20180108,OB_CHANGE,2_YEAR,247.0,1.0,ADD,6.0,60579400000E65F4,25564,1.0,A,0.0,,42596,OC,,,,,,,,,
10:20:09:954809 20180108,OB_CHANGE,2_YEAR,251.0,-15.0,DELETE,10.0,60579400000E6506,25550,0.0,B,0.0,,42597,OC,,,,,,,,,
10:20:09:955004 20180108,OB_CHANGE,2_YEAR,169.0,7.0,ADD,6.0,60579400000E65FD,25562,7.0,A,0.0,,42598,OC,,,,,,,,,
10:20:09:955413 20180108,OB_CHANGE,2_YEAR,170.0,1.0,ADD,6.0,60579400000E6601,25562,1.0,A,0.0,,42599,OC,,,,,,,,,
10:20:09:955711 20180108,OB_CHANGE,2_YEAR,88.0,5.0,ADD,6.0,60579400000E6606,25560,5.0,A,0.0,,42600,OC,,,,,,,,,
10:20:09:965116 20180108,OB_CHANGE,2_YEAR,87.0,-14.0,DELETE,1.0,60579400000E6492,25560,0.0,A,0.0,,42601,OC,,,,,,,,,
10:20:09:965116 20180108,OB_CHANGE,2_YEAR,484.0,14.0,ADD,6.0,60579400000E6492,25576,14.0,A,0.0,,42602,OC,,,,,,,,,
10:20:09:965579 20180108,OB_CHANGE,2_YEAR,79.0,-5.0,DELETE,10.0,60579400000E65E6,25556,0.0,B,0.0,,42603,OC,,,,,,,,,
10:20:09:966110 20180108,OB_CHANGE,2_YEAR,88.0,3.0,ADD,6.0,60579400000E6620,25560,3.0,A,0.0,,42604,OC,,,,,,,,,
10:20:09:973112 20180108,OB_CHANGE,2_YEAR,347.0,10.0,ADD,6.0,60579400000E662A,25568,10.0,A,0.0,,42605,OC,,,,,,,,,
10:20:10:005199 20180108,OB_CHANGE,2_YEAR,89.0,10.0,ADD,6.0,60579400000E6640,25560,10.0,A,0.0,,42606,OC,,,,,,,,,
10:20:10:005263 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E6641,25558,3.0,A,0.0,,42607,OC,,,,,,,,,
10:20:10:005346 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E6641,25558,0.0,A,0.0,,42608,OC,,,,,,,,,
10:20:10:005351 20180108,OB_CHANGE,2_YEAR,90.0,2.0,ADD,6.0,60579400000E6646,25560,2.0,A,0.0,,42609,OC,,,,,,,,,
10:20:10:005381 20180108,OB_CHANGE,2_YEAR,91.0,2.0,ADD,6.0,60579400000E6647,25560,2.0,A,0.0,,42610,OC,,,,,,,,,
10:20:10:005389 20180108,OB_CHANGE,2_YEAR,92.0,27.0,ADD,6.0,60579400000E6648,25560,27.0,A,0.0,,42611,OC,,,,,,,,,
10:20:10:005420 20180108,OB_CHANGE,2_YEAR,176.0,1.0,ADD,6.0,60579400000E664B,25562,1.0,A,0.0,,42612,OC,,,,,,,,,
10:20:10:005428 20180108,OB_CHANGE,2_YEAR,93.0,2.0,ADD,6.0,60579400000E664C,25560,2.0,A,0.0,,42613,OC,,,,,,,,,
10:20:10:005456 20180108,OB_CHANGE,2_YEAR,90.0,-2.0,DELETE,1.0,60579400000E6646,25560,0.0,A,0.0,,42614,OC,,,,,,,,,
10:20:10:005467 20180108,OB_CHANGE,2_YEAR,90.0,-2.0,DELETE,1.0,60579400000E6647,25560,0.0,A,0.0,,42615,OC,,,,,,,,,
10:20:10:005483 20180108,OB_CHANGE,2_YEAR,90.0,-27.0,DELETE,1.0,60579400000E6648,25560,0.0,A,0.0,,42616,OC,,,,,,,,,
10:20:10:005540 20180108,OB_CHANGE,2_YEAR,90.0,-2.0,DELETE,1.0,60579400000E664C,25560,0.0,A,0.0,,42617,OC,,,,,,,,,
10:20:10:005556 20180108,OB_CHANGE,2_YEAR,252.0,-1.0,DELETE,1.0,60579400000E65F4,25564,0.0,A,0.0,,42618,OC,,,,,,,,,
10:20:10:005585 20180108,OB_CHANGE,2_YEAR,173.0,-1.0,DELETE,1.0,60579400000E664B,25562,0.0,A,0.0,,42619,OC,,,,,,,,,
10:20:10:005796 20180108,OB_CHANGE,2_YEAR,251.0,1.0,ADD,6.0,60579400000E6654,25564,1.0,A,0.0,,42620,OC,,,,,,,,,
10:20:10:008346 20180108,OB_CHANGE,2_YEAR,171.0,-7.0,DELETE,10.0,60579400000E65FD,25562,0.0,A,0.0,,42621,OC,,,,,,,,,
10:20:10:009852 20180108,OB_CHANGE,2_YEAR,171.0,-1.0,DELETE,10.0,60579400000E6601,25562,0.0,A,0.0,,42622,OC,,,,,,,,,
10:20:10:010032 20180108,OB_CHANGE,2_YEAR,87.0,-5.0,DELETE,10.0,60579400000E6606,25560,0.0,A,0.0,,42623,OC,,,,,,,,,
10:20:10:012233 20180108,OB_CHANGE,2_YEAR,170.0,7.0,ADD,6.0,60579400000E665B,25562,7.0,A,0.0,,42624,OC,,,,,,,,,
10:20:10:013149 20180108,OB_CHANGE,2_YEAR,171.0,1.0,ADD,6.0,60579400000E665C,25562,1.0,A,0.0,,42625,OC,,,,,,,,,
10:20:10:013374 20180108,OB_CHANGE,2_YEAR,89.0,5.0,ADD,6.0,60579400000E665E,25560,5.0,A,0.0,,42626,OC,,,,,,,,,
10:20:10:021034 20180108,OB_CHANGE,2_YEAR,87.0,-3.0,DELETE,10.0,60579400000E6620,25560,0.0,A,0.0,,42627,OC,,,,,,,,,
10:20:10:021092 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E6664,25558,3.0,A,0.0,,42628,OC,,,,,,,,,
10:20:10:021172 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E6664,25558,0.0,A,0.0,,42629,OC,,,,,,,,,
10:20:10:021178 20180108,OB_CHANGE,2_YEAR,89.0,2.0,ADD,6.0,60579400000E6669,25560,2.0,A,0.0,,42630,OC,,,,,,,,,
10:20:10:021201 20180108,OB_CHANGE,2_YEAR,90.0,2.0,ADD,6.0,60579400000E666C,25560,2.0,A,0.0,,42631,OC,,,,,,,,,
10:20:10:021218 20180108,OB_CHANGE,2_YEAR,91.0,2.0,ADD,6.0,60579400000E666D,25560,2.0,A,0.0,,42632,OC,,,,,,,,,
10:20:10:021234 20180108,OB_CHANGE,2_YEAR,92.0,27.0,ADD,6.0,60579400000E666F,25560,27.0,A,0.0,,42633,OC,,,,,,,,,
10:20:10:021254 20180108,OB_CHANGE,2_YEAR,176.0,1.0,ADD,6.0,60579400000E6672,25562,1.0,A,0.0,,42634,OC,,,,,,,,,
10:20:10:021275 20180108,OB_CHANGE,2_YEAR,90.0,-2.0,DELETE,1.0,60579400000E666C,25560,0.0,A,0.0,,42635,OC,,,,,,,,,
10:20:10:021279 20180108,OB_CHANGE,2_YEAR,89.0,-2.0,DELETE,1.0,60579400000E6669,25560,0.0,A,0.0,,42636,OC,,,,,,,,,
10:20:10:021303 20180108,OB_CHANGE,2_YEAR,253.0,-1.0,DELETE,1.0,60579400000E6654,25564,0.0,A,0.0,,42637,OC,,,,,,,,,
10:20:10:021312 20180108,OB_CHANGE,2_YEAR,89.0,-2.0,DELETE,1.0,60579400000E666D,25560,0.0,A,0.0,,42638,OC,,,,,,,,,
10:20:10:021359 20180108,OB_CHANGE,2_YEAR,89.0,-27.0,DELETE,1.0,60579400000E666F,25560,0.0,A,0.0,,42639,OC,,,,,,,,,
10:20:10:021431 20180108,OB_CHANGE,2_YEAR,172.0,-1.0,DELETE,1.0,60579400000E6672,25562,0.0,A,0.0,,42640,OC,,,,,,,,,
10:20:10:021594 20180108,OB_CHANGE,2_YEAR,250.0,1.0,ADD,6.0,60579400000E6679,25564,1.0,A,0.0,,42641,OC,,,,,,,,,
10:20:10:033888 20180108,OB_CHANGE,2_YEAR,171.0,-1.0,DELETE,10.0,60579400000E665C,25562,0.0,A,0.0,,42642,OC,,,,,,,,,
10:20:10:034072 20180108,OB_CHANGE,2_YEAR,88.0,-5.0,DELETE,10.0,60579400000E665E,25560,0.0,A,0.0,,42643,OC,,,,,,,,,
10:20:10:035956 20180108,OB_CHANGE,2_YEAR,170.0,1.0,ADD,6.0,60579400000E6680,25562,1.0,A,0.0,,42644,OC,,,,,,,,,
10:20:10:036156 20180108,OB_CHANGE,2_YEAR,87.0,-10.0,DELETE,10.0,60579400000E6640,25560,0.0,A,0.0,,42645,OC,,,,,,,,,
10:20:10:036402 20180108,OB_CHANGE,2_YEAR,87.0,5.0,ADD,6.0,60579400000E6683,25560,5.0,A,0.0,,42646,OC,,,,,,,,,
10:20:10:037686 20180108,OB_CHANGE,2_YEAR,88.0,3.0,ADD,6.0,60579400000E6685,25560,3.0,A,0.0,,42647,OC,,,,,,,,,
10:20:10:181010 20180108,OB_CHANGE,2_YEAR,204.0,15.0,ADD,6.0,60579400000E6692,25552,15.0,B,0.0,,42648,OC,,,,,,,,,
10:20:10:185406 20180108,OB_CHANGE,2_YEAR,251.0,15.0,ADD,6.0,60579400000E6698,25550,15.0,B,0.0,,42649,OC,,,,,,,,,
10:20:10:190460 20180108,OB_CHANGE,2_YEAR,205.0,15.0,ADD,6.0,60579400000E669E,25552,15.0,B,0.0,,42650,OC,,,,,,,,,
10:20:10:245763 20180108,OB_CHANGE,2_YEAR,89.0,10.0,ADD,6.0,60579400000E66A9,25560,10.0,A,0.0,,42651,OC,,,,,,,,,
10:20:10:245832 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66AA,25558,3.0,A,0.0,,42652,OC,,,,,,,,,
10:20:10:245900 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E66AA,25558,0.0,A,0.0,,42653,OC,,,,,,,,,
10:20:10:245905 20180108,OB_CHANGE,2_YEAR,90.0,2.0,ADD,6.0,60579400000E66AD,25560,2.0,A,0.0,,42654,OC,,,,,,,,,
10:20:10:245964 20180108,OB_CHANGE,2_YEAR,91.0,27.0,ADD,6.0,60579400000E66AF,25560,27.0,A,0.0,,42655,OC,,,,,,,,,
10:20:10:245986 20180108,OB_CHANGE,2_YEAR,90.0,-2.0,DELETE,1.0,60579400000E66AD,25560,0.0,A,0.0,,42656,OC,,,,,,,,,
10:20:10:246020 20180108,OB_CHANGE,2_YEAR,174.0,1.0,ADD,6.0,60579400000E66B1,25562,1.0,A,0.0,,42657,OC,,,,,,,,,
10:20:10:246052 20180108,OB_CHANGE,2_YEAR,253.0,-1.0,DELETE,1.0,60579400000E6679,25564,0.0,A,0.0,,42658,OC,,,,,,,,,
10:20:10:246096 20180108,OB_CHANGE,2_YEAR,90.0,-27.0,DELETE,1.0,60579400000E66AF,25560,0.0,A,0.0,,42659,OC,,,,,,,,,
10:20:10:246191 20180108,OB_CHANGE,2_YEAR,173.0,-1.0,DELETE,1.0,60579400000E66B1,25562,0.0,A,0.0,,42660,OC,,,,,,,,,
10:20:10:246373 20180108,OB_CHANGE,2_YEAR,251.0,1.0,ADD,6.0,60579400000E66B7,25564,1.0,A,0.0,,42661,OC,,,,,,,,,
10:20:10:248927 20180108,OB_CHANGE,2_YEAR,171.0,-7.0,DELETE,10.0,60579400000E665B,25562,0.0,A,0.0,,42662,OC,,,,,,,,,
10:20:10:250086 20180108,OB_CHANGE,2_YEAR,171.0,-1.0,DELETE,10.0,60579400000E6680,25562,0.0,A,0.0,,42663,OC,,,,,,,,,
10:20:10:250290 20180108,OB_CHANGE,2_YEAR,87.0,-5.0,DELETE,10.0,60579400000E6683,25560,0.0,A,0.0,,42664,OC,,,,,,,,,
10:20:10:253434 20180108,OB_CHANGE,2_YEAR,170.0,1.0,ADD,6.0,60579400000E66BC,25562,1.0,A,0.0,,42665,OC,,,,,,,,,
10:20:10:253740 20180108,OB_CHANGE,2_YEAR,89.0,5.0,ADD,6.0,60579400000E66BD,25560,5.0,A,0.0,,42666,OC,,,,,,,,,
10:20:10:254259 20180108,OB_CHANGE,2_YEAR,172.0,7.0,ADD,6.0,60579400000E66BF,25562,7.0,A,0.0,,42667,OC,,,,,,,,,
10:20:10:271029 20180108,OB_CHANGE,2_YEAR,88.0,-10.0,DELETE,10.0,60579400000E66A9,25560,0.0,A,0.0,,42668,OC,,,,,,,,,
10:20:10:271086 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66C4,25558,3.0,A,0.0,,42669,OC,,,,,,,,,
10:20:10:271162 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E66C4,25558,0.0,A,0.0,,42670,OC,,,,,,,,,
10:20:10:271167 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66C7,25558,3.0,A,0.0,,42671,OC,,,,,,,,,
10:20:10:271176 20180108,OB_CHANGE,2_YEAR,90.0,2.0,ADD,6.0,60579400000E66C8,25560,2.0,A,0.0,,42672,OC,,,,,,,,,
10:20:10:271226 20180108,OB_CHANGE,2_YEAR,91.0,27.0,ADD,6.0,60579400000E66CA,25560,27.0,A,0.0,,42673,OC,,,,,,,,,
10:20:10:271235 20180108,OB_CHANGE,2_YEAR,175.0,1.0,ADD,6.0,60579400000E66CB,25562,1.0,A,0.0,,42674,OC,,,,,,,,,
10:20:10:271274 20180108,OB_CHANGE,2_YEAR,254.0,-1.0,DELETE,1.0,60579400000E66B7,25564,0.0,A,0.0,,42675,OC,,,,,,,,,
10:20:10:274094 20180108,OB_CHANGE,2_YEAR,174.0,-7.0,DELETE,10.0,60579400000E66BF,25562,0.0,A,0.0,,42676,OC,,,,,,,,,
10:20:10:274155 20180108,OB_CHANGE,2_YEAR,92.0,42.0,ADD,6.0,60579400000E66D0,25560,42.0,A,0.0,,42677,OC,,,,,,,,,
10:20:10:274969 20180108,OB_CHANGE,2_YEAR,174.0,-1.0,DELETE,10.0,60579400000E66BC,25562,0.0,A,0.0,,42678,OC,,,,,,,,,
10:20:10:275161 20180108,OB_CHANGE,2_YEAR,89.0,-5.0,DELETE,10.0,60579400000E66BD,25560,0.0,A,0.0,,42679,OC,,,,,,,,,
10:20:10:275207 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E66C7,25558,0.0,A,0.0,,42680,OC,,,,,,,,,
10:20:10:275263 20180108,OB_CHANGE,2_YEAR,90.0,-42.0,DELETE,1.0,60579400000E66D0,25560,0.0,A,0.0,,42681,OC,,,,,,,,,
10:20:10:275270 20180108,OB_CHANGE,2_YEAR,88.0,-2.0,DELETE,1.0,60579400000E66C8,25560,0.0,A,0.0,,42682,OC,,,,,,,,,
10:20:10:275320 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66D7,25558,3.0,A,0.0,,42683,OC,,,,,,,,,
10:20:10:275330 20180108,OB_CHANGE,2_YEAR,89.0,-27.0,DELETE,1.0,60579400000E66CA,25560,0.0,A,0.0,,42684,OC,,,,,,,,,
10:20:10:275339 20180108,OB_CHANGE,2_YEAR,170.0,-1.0,DELETE,1.0,60579400000E66CB,25562,0.0,A,0.0,,42685,OC,,,,,,,,,
10:20:10:275382 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E66D7,25558,0.0,A,0.0,,42686,OC,,,,,,,,,
10:20:10:275417 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66DC,25558,3.0,A,0.0,,42687,OC,,,,,,,,,
10:20:10:275466 20180108,OB_CHANGE,2_YEAR,89.0,27.0,ADD,6.0,60579400000E66DD,25560,27.0,A,0.0,,42688,OC,,,,,,,,,
10:20:10:275555 20180108,OB_CHANGE,2_YEAR,249.0,1.0,ADD,6.0,60579400000E66DE,25564,1.0,A,0.0,,42689,OC,,,,,,,,,
10:20:10:275672 20180108,OB_CHANGE,2_YEAR,171.0,1.0,ADD,6.0,60579400000E66DF,25562,1.0,A,0.0,,42690,OC,,,,,,,,,
10:20:10:275699 20180108,OB_CHANGE,2_YEAR,250.0,-1.0,DELETE,1.0,60579400000E66DE,25564,0.0,A,0.0,,42691,OC,,,,,,,,,
10:20:10:279339 20180108,OB_CHANGE,2_YEAR,172.0,1.0,ADD,6.0,60579400000E66E3,25562,1.0,A,0.0,,42692,OC,,,,,,,,,
10:20:10:279429 20180108,OB_CHANGE,2_YEAR,173.0,7.0,ADD,6.0,60579400000E66E5,25562,7.0,A,0.0,,42693,OC,,,,,,,,,
10:20:10:279949 20180108,OB_CHANGE,2_YEAR,90.0,5.0,ADD,6.0,60579400000E66E6,25560,5.0,A,0.0,,42694,OC,,,,,,,,,
10:20:10:280001 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E66DC,25558,0.0,A,0.0,,42695,OC,,,,,,,,,
10:20:10:280106 20180108,OB_CHANGE,2_YEAR,171.0,-1.0,DELETE,1.0,60579400000E66DF,25562,0.0,A,0.0,,42696,OC,,,,,,,,,
10:20:10:280120 20180108,OB_CHANGE,2_YEAR,88.0,-27.0,DELETE,1.0,60579400000E66DD,25560,0.0,A,0.0,,42697,OC,,,,,,,,,
10:20:10:280157 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66EA,25558,3.0,A,0.0,,42698,OC,,,,,,,,,
10:20:10:280219 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E66EA,25558,0.0,A,0.0,,42699,OC,,,,,,,,,
10:20:10:280226 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66EC,25558,3.0,A,0.0,,42700,OC,,,,,,,,,
10:20:10:280276 20180108,OB_CHANGE,2_YEAR,90.0,27.0,ADD,6.0,60579400000E66ED,25560,27.0,A,0.0,,42701,OC,,,,,,,,,
10:20:10:280485 20180108,OB_CHANGE,2_YEAR,203.0,-1.0,DELETE,1.0,60579400000E6308,25552,0.0,B,0.0,,42702,OC,,,,,,,,,
10:20:10:281684 20180108,OB_CHANGE,2_YEAR,173.0,-7.0,DELETE,10.0,60579400000E66E5,25562,0.0,A,0.0,,42703,OC,,,,,,,,,
10:20:10:284846 20180108,OB_CHANGE,2_YEAR,91.0,42.0,ADD,6.0,60579400000E66F5,25560,42.0,A,0.0,,42704,OC,,,,,,,,,
10:20:10:284899 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E66EC,25558,0.0,A,0.0,,42705,OC,,,,,,,,,
10:20:10:284941 20180108,OB_CHANGE,2_YEAR,90.0,-42.0,DELETE,1.0,60579400000E66F5,25560,0.0,A,0.0,,42706,OC,,,,,,,,,
10:20:10:284992 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66F8,25558,3.0,A,0.0,,42707,OC,,,,,,,,,
10:20:10:285040 20180108,OB_CHANGE,2_YEAR,90.0,-27.0,DELETE,1.0,60579400000E66ED,25560,0.0,A,0.0,,42708,OC,,,,,,,,,
10:20:10:285055 20180108,OB_CHANGE,2_YEAR,1.0,-3.0,DELETE,1.0,60579400000E66F8,25558,0.0,A,0.0,,42709,OC,,,,,,,,,
10:20:10:285067 20180108,OB_CHANGE,2_YEAR,1.0,3.0,ADD,6.0,60579400000E66FB,25558,3.0,A,0.0,,42710,OC,,,,,,,,,
10:20:10:285155 20180108,OB_CHANGE,2_YEAR,90.0,27.0,ADD,6.0,60579400000E66FC,25560,27.0,A,0.0,,42711,OC,,,,,,,,,
10:20:10:286177 20180108,OB_CHANGE,2_YEAR,486.0,-14.0,DELETE,1.0,60579400000E6492,25576,0.0,A,0.0,,42712,OC,,,,,,,,,
